Qoil,Qwater,Qgas,BHP,WHP,WHT,Tsep,Psep,Choke_in
1307.40,5229.40,5.23,4620.72,1257.09,175.67,128.50,200.00,0.90
4500.80,0.00,18.00,4523.02,1888.37,151.83,95.95,300.00,0.90
3808.10,952.00,15.23,4413.79,1770.97,156.87,101.90,300.00,0.90
3122.60,2081.80,12.49,4420.10,1670.18,163.05,109.82,300.00,0.90
2313.80,3470.80,9.26,4481.67,1523.37,169.38,118.77,300.00,0.90
1307.40,5229.40,5.23,4620.72,1257.09,175.67,128.50,300.00,0.90
4500.80,0.00,18.00,4523.02,1888.37,151.83,95.95,400.00,0.90
3808.10,952.00,15.23,4413.79,1770.97,156.87,101.90,400.00,0.90
3122.60,2081.80,12.49,4420.10,1670.17,163.05,109.82,400.00,0.90
2313.80,3470.80,9.26,4481.67,1523.38,169.38,118.77,400.00,0.90
1307.40,5229.40,5.23,4620.72,1257.09,175.67,128.50,400.00,0.90
4500.80,0.00,18.00,4523.02,1888.37,151.83,95.95,500.00,0.90
3808.10,952.00,15.23,4413.79,1770.97,156.87,101.90,500.00,0.90
3122.60,2081.80,12.49,4420.10,1670.17,163.05,109.82,500.00,0.90
2313.80,3470.80,9.26,4481.67,1523.37,169.38,118.77,500.00,0.90
1307.40,5229.40,5.23,4620.72,1257.09,175.67,128.50,500.00,0.90
4500.80,0.00,18.00,4523.02,1888.37,151.83,95.95,600.00,0.90
3808.10,952.00,15.23,4413.79,1770.97,156.87,101.90,600.00,0.90
3122.60,2081.80,12.49,4420.10,1670.18,163.05,109.82,600.00,0.90
2313.80,3470.80,9.26,4481.67,1523.38,169.38,118.77,600.00,0.90
1306.10,5224.40,5.22,4621.69,1259.04,175.63,128.44,600.00,0.90
5003.50,0.00,20.01,4389.66,1543.10,156.74,101.63,100.00,1.16
4226.10,1056.50,16.90,4269.22,1437.65,161.40,107.63,100.00,1.16
3471.60,2314.40,13.89,4277.10,1348.42,167.40,115.88,100.00,1.16
2581.20,3871.70,10.33,4345.00,1222.49,173.44,124.98,100.00,1.16
1466.20,5864.90,5.87,4498.78,998.65,179.58,134.95,100.00,1.16
5003.50,0.00,20.01,4389.66,1543.10,156.74,101.63,200.00,1.16
4226.10,1056.50,16.90,4269.22,1437.65,161.40,107.63,200.00,1.16
3471.60,2314.40,13.89,4277.10,1348.42,167.40,115.88,200.00,1.16
2581.20,3871.70,10.33,4345.00,1222.49,173.44,124.98,200.00,1.16
1466.20,5864.90,5.87,4498.78,998.65,179.58,134.95,200.00,1.16
5003.50,0.00,20.01,4389.66,1543.10,156.74,101.63,300.00,1.16
4226.10,1056.50,16.90,4269.22,1437.65,161.40,107.63,300.00,1.16
3471.60,2314.40,13.89,4277.10,1348.42,167.40,115.88,300.00,1.16
2581.20,3871.70,10.33,4345.00,1222.49,173.44,124.98,300.00,1.16
1466.20,5864.90,5.87,4498.78,998.65,179.58,134.95,300.00,1.16
5003.50,0.00,20.01,4389.66,1543.10,156.74,101.63,400.00,1.16
4226.10,1056.50,16.90,4269.22,1437.65,161.40,107.63,400.00,1.16
3471.60,2314.40,13.89,4277.10,1348.42,167.40,115.88,400.00,1.16
2581.20,3871.70,10.33,4345.00,1222.49,173.44,124.98,400.00,1.16
1465.70,5862.90,5.86,4499.16,999.51,179.57,134.93,400.00,1.16
5003.50,0.00,20.01,4389.66,1543.10,156.74,101.63,500.00,1.16
4226.10,1056.50,16.90,4269.22,1437.65,161.40,107.63,500.00,1.16
3471.50,2314.40,13.89,4277.13,1348.48,167.40,115.88,500.00,1.16
2580.30,3870.40,10.32,4345.45,1223.56,173.43,124.96,500.00,1.16
1456.70,5826.70,5.83,4506.11,1016.31,179.36,134.57,500.00,1.16
5003.30,0.00,20.01,4389.74,1543.29,156.74,101.62,600.00,1.16
4224.80,1056.20,16.90,4269.68,1438.77,161.39,107.62,600.00,1.16
3468.20,2312.10,13.87,4278.49,1351.58,167.36,115.82,600.00,1.16
2569.60,3854.40,10.28,4350.93,1236.05,173.27,124.71,600.00,1.16
1436.50,5745.90,5.75,4521.65,1051.61,178.88,133.78,600.00,1.16
5271.30,0.00,21.09,4315.76,1338.87,158.90,104.38,100.00,1.50
4454.00,1113.50,17.82,4188.74,1239.42,163.58,110.57,100.00,1.50
3663.30,2442.20,14.65,4196.72,1154.73,169.45,118.90,100.00,1.50
2730.10,4095.20,10.92,4268.22,1038.85,175.51,128.23,100.00,1.50
1555.80,6223.30,6.22,4429.66,841.21,181.51,138.24,100.00,1.50
5271.30,0.00,21.09,4315.76,1338.87,158.90,104.38,200.00,1.50
4454.00,1113.50,17.82,4188.74,1239.42,163.58,110.57,200.00,1.50
3663.30,2442.20,14.65,4196.72,1154.73,169.45,118.90,200.00,1.50
2730.10,4095.20,10.92,4268.22,1038.85,175.51,128.23,200.00,1.50
1555.80,6223.30,6.22,4429.66,841.21,181.51,138.24,200.00,1.50
5271.30,0.00,21.09,4315.76,1338.87,158.90,104.38,300.00,1.50
4454.00,1113.50,17.82,4188.74,1239.42,163.58,110.57,300.00,1.50
3663.30,2442.20,14.65,4196.72,1154.73,169.45,118.90,300.00,1.50
2730.10,4095.20,10.92,4268.22,1038.85,175.51,128.23,300.00,1.50
1552.80,6211.10,6.21,4432.00,847.20,181.45,138.13,300.00,1.50
5271.10,0.00,21.09,4315.80,1338.97,158.89,104.38,400.00,1.50
4452.10,1113.00,17.81,4189.42,1241.11,163.56,110.55,400.00,1.50
3658.30,2438.90,14.63,4198.83,1157.92,169.40,118.82,400.00,1.50
2722.60,4083.90,10.89,4272.15,1049.28,175.42,128.08,400.00,1.50
1537.50,6150.10,6.15,4443.81,876.15,181.15,137.61,400.00,1.50
5259.60,0.00,21.04,4318.99,1347.91,158.80,104.27,500.00,1.50
4436.40,1109.10,17.75,4194.97,1255.23,163.41,110.34,500.00,1.50
3640.10,2426.80,14.56,4206.52,1177.91,169.22,118.55,500.00,1.50
2699.40,4049.10,10.80,4284.24,1077.29,175.14,127.62,500.00,1.50
1513.90,6055.60,6.06,4462.12,917.93,180.68,136.80,500.00,1.50
5231.60,0.00,20.93,4326.78,1369.76,158.59,103.98,600.00,1.50
4404.70,1101.20,17.62,4206.18,1281.91,163.11,109.94,600.00,1.50
3608.20,2405.50,14.43,4220.00,1209.46,168.90,118.06,600.00,1.50
2667.40,4001.10,10.67,4300.80,1116.19,174.71,126.94,600.00,1.50
1484.30,5937.00,5.94,4484.92,968.66,180.01,135.66,600.00,1.50
5390.60,0.00,21.56,4282.66,1244.05,159.83,105.60,100.00,1.94
4556.70,1139.20,18.23,4152.48,1147.80,164.56,111.90,100.00,1.94
3746.60,2497.70,14.99,4161.52,1064.12,170.29,120.17,100.00,1.94
2795.20,4192.80,11.18,4234.24,952.72,176.30,129.52,100.00,1.94
1597.00,6387.80,6.39,4397.81,766.17,182.32,139.65,100.00,1.94
5390.60,0.00,21.56,4282.66,1244.05,159.83,105.60,200.00,1.94
4556.70,1139.20,18.23,4152.48,1147.80,164.56,111.90,200.00,1.94
3746.60,2497.70,14.99,4161.52,1064.12,170.29,120.17,200.00,1.94
2794.80,4192.20,11.18,4234.45,953.28,176.29,129.51,200.00,1.94
1592.90,6371.60,6.37,4400.94,771.80,182.24,139.51,200.00,1.94
5386.30,0.00,21.55,4283.86,1247.48,159.80,105.55,300.00,1.94
4550.60,1137.60,18.20,4154.65,1153.41,164.50,111.82,300.00,1.94
3738.50,2492.30,14.95,4164.96,1073.31,170.21,120.04,300.00,1.94
2784.00,4176.10,11.14,4240.06,968.49,176.16,129.30,300.00,1.94
1578.60,6314.20,6.31,4412.06,798.29,181.96,139.01,300.00,1.94
5366.90,0.00,21.47,4289.25,1262.95,159.64,105.36,400.00,1.94
4529.50,1132.40,18.12,4162.12,1172.77,164.30,111.54,400.00,1.94
3716.80,2477.80,14.87,4174.13,1095.96,169.99,119.71,400.00,1.94
2763.10,4144.70,11.05,4250.99,996.65,175.91,128.88,400.00,1.94
1557.60,6230.50,6.23,4428.26,837.31,181.54,138.30,400.00,1.94
5336.40,0.00,21.35,4297.71,1287.20,159.40,105.05,500.00,1.94
4499.10,1124.80,18.00,4172.85,1200.46,164.01,111.15,500.00,1.94
3688.60,2459.10,14.75,4186.03,1127.48,169.71,119.28,500.00,1.94
2734.70,4102.00,10.94,4265.85,1033.12,175.56,128.32,500.00,1.94
1530.80,6123.20,6.12,4449.02,884.72,181.02,137.38,500.00,1.94
5297.30,0.00,21.19,4308.54,1318.07,159.10,104.65,600.00,1.94
4458.80,1114.70,17.84,4187.07,1234.80,163.62,110.63,600.00,1.94
3651.10,2434.10,14.60,4201.89,1165.63,169.33,118.71,600.00,1.94
2699.30,4049.00,10.80,4284.29,1077.38,175.14,127.62,600.00,1.94
1502.20,6008.80,6.01,4471.13,940.24,180.43,136.36,600.00,1.94
5436.10,0.00,21.75,4270.03,1207.25,160.19,106.06,100.00,2.50
4595.40,1148.80,18.38,4138.84,1111.98,164.93,112.39,100.00,2.50
3780.00,2520.00,15.12,4147.42,1029.39,170.63,120.67,100.00,2.50
2820.00,4229.90,11.28,4221.31,919.69,176.60,130.01,100.00,2.50
1610.40,6441.70,6.44,4387.38,737.61,182.58,140.11,100.00,2.50
5432.60,0.00,21.73,4271.02,1210.13,160.16,106.03,200.00,2.50
4590.40,1147.60,18.36,4140.59,1116.59,164.88,112.33,200.00,2.50
3774.30,2516.20,15.10,4149.82,1035.91,170.57,120.59,200.00,2.50
2813.40,4220.10,11.25,4224.75,929.24,176.52,129.88,200.00,2.50
1602.30,6409.00,6.41,4393.71,754.91,182.42,139.83,200.00,2.50
5416.30,0.00,21.67,4275.52,1223.21,160.03,105.86,300.00,2.50
4574.10,1143.50,18.30,4146.36,1131.72,164.73,112.12,300.00,2.50
3757.70,2505.10,15.03,4156.84,1053.26,170.40,120.33,300.00,2.50
2796.70,4195.10,11.19,4233.44,950.39,176.32,129.55,300.00,2.50
1586.50,6346.10,6.35,4405.88,784.80,182.11,139.29,300.00,2.50
5391.40,0.00,21.57,4282.45,1243.27,159.84,105.61,400.00,2.50
4549.50,1137.40,18.20,4155.03,1154.33,164.49,111.80,400.00,2.50
3733.50,2489.00,14.93,4167.05,1078.84,170.16,119.97,400.00,2.50
2775.10,4162.60,11.10,4244.75,981.11,176.05,129.12,400.00,2.50
1563.90,6255.50,6.26,4423.42,824.66,181.67,138.51,400.00,2.50
5358.40,0.00,21.43,4291.61,1269.65,159.58,105.27,500.00,2.50
4517.10,1129.30,18.07,4166.47,1183.97,164.18,111.39,500.00,2.50
3702.50,2468.30,14.81,4180.17,1111.93,169.85,119.50,500.00,2.50
2744.90,4117.30,10.98,4260.52,1018.88,175.69,128.52,500.00,2.50
1538.50,6153.90,6.15,4443.09,874.14,181.17,137.64,500.00,2.50
5318.00,0.00,21.27,4302.80,1301.68,159.26,104.86,600.00,2.50
4475.60,1118.90,17.90,4181.13,1219.50,163.79,110.85,600.00,2.50
3664.20,2442.80,14.66,4196.37,1151.12,169.46,118.91,600.00,2.50
2709.00,4063.50,10.84,4279.23,1064.06,175.25,127.81,600.00,2.50
1507.70,6030.70,6.03,4466.93,929.92,180.56,136.58,600.00,2.50
695.80,0.00,3.13,5440.85,3725.73,81.08,60.19,100.00,0.25
616.60,154.10,2.78,5416.13,3478.20,84.40,60.27,100.00,0.25
517.00,344.70,2.33,5410.61,3187.64,88.42,60.44,100.00,0.25
385.80,578.70,1.74,5416.20,2944.12,92.69,61.31,100.00,0.25
218.70,874.60,0.98,5436.11,2465.78,97.92,62.58,100.00,0.25
688.30,0.00,3.10,5442.58,3704.22,80.85,60.19,200.00,0.25
600.50,150.10,2.70,5420.93,3400.09,83.77,60.26,200.00,0.25
517.00,344.70,2.33,5410.61,3187.64,88.42,60.44,200.00,0.25
385.80,578.70,1.74,5416.20,2944.12,92.69,61.31,200.00,0.25
218.70,874.60,0.98,5436.11,2465.78,97.92,62.58,200.00,0.25
651.10,0.00,2.93,5451.08,3534.44,79.72,60.18,300.00,0.25
572.90,143.20,2.58,5429.16,3266.16,82.67,60.25,300.00,0.25
517.00,344.70,2.33,5410.61,3187.64,88.42,60.44,300.00,0.25
385.80,578.70,1.74,5416.20,2944.12,92.69,61.31,300.00,0.25
218.70,874.60,0.98,5436.11,2465.78,97.92,62.58,300.00,0.25
610.90,0.00,2.75,5460.28,3358.58,78.51,60.16,400.00,0.25
550.50,137.60,2.48,5435.84,3167.04,81.79,60.24,400.00,0.25
517.00,344.70,2.33,5410.61,3187.64,88.42,60.44,400.00,0.25
385.80,578.70,1.74,5416.20,2944.12,92.69,61.31,400.00,0.25
218.70,874.60,0.98,5436.11,2465.78,97.92,62.58,400.00,0.25
570.70,0.00,2.57,5469.50,3191.91,77.29,60.15,500.00,0.25
530.50,132.60,2.39,5441.80,3086.79,81.00,60.23,500.00,0.25
517.00,344.70,2.33,5410.61,3187.64,88.42,60.44,500.00,0.25
385.80,578.70,1.74,5416.20,2944.12,92.69,61.31,500.00,0.25
218.70,874.60,0.98,5436.11,2465.78,97.92,62.58,500.00,0.25
539.40,0.00,2.43,5476.64,3077.75,76.34,60.14,600.00,0.25
521.30,130.30,2.35,5444.54,3064.90,80.63,60.23,600.00,0.25
517.00,344.70,2.33,5410.61,3187.64,88.42,60.44,600.00,0.25
385.80,578.70,1.74,5416.20,2944.12,92.69,61.31,600.00,0.25
218.70,874.60,0.98,5436.11,2465.78,97.92,62.58,600.00,0.25
1129.20,0.00,5.08,5339.65,3516.10,93.49,61.66,100.00,0.32
988.30,247.10,4.45,5302.76,3368.43,97.94,62.56,100.00,0.32
827.60,551.70,3.72,5294.67,3167.44,103.66,63.90,100.00,0.32
627.10,940.70,2.82,5300.11,2843.88,110.92,65.84,100.00,0.32
358.70,1434.90,1.61,5330.70,2349.03,118.70,69.07,100.00,0.32
1129.20,0.00,5.08,5339.65,3516.10,93.49,61.66,200.00,0.32
988.30,247.10,4.45,5302.76,3368.43,97.94,62.56,200.00,0.32
827.60,551.70,3.72,5294.67,3167.44,103.66,63.90,200.00,0.32
627.10,940.70,2.82,5300.11,2843.88,110.92,65.84,200.00,0.32
358.70,1434.90,1.61,5330.70,2349.03,118.70,69.07,200.00,0.32
1129.20,0.00,5.08,5339.65,3516.10,93.49,61.66,300.00,0.32
988.30,247.10,4.45,5302.76,3368.43,97.94,62.56,300.00,0.32
827.60,551.70,3.72,5294.67,3167.44,103.66,63.90,300.00,0.32
627.10,940.70,2.82,5300.11,2843.88,110.92,65.84,300.00,0.32
358.70,1434.90,1.61,5330.70,2349.03,118.70,69.07,300.00,0.32
1129.20,0.00,5.08,5339.65,3516.10,93.49,61.66,400.00,0.32
988.30,247.10,4.45,5302.76,3368.43,97.94,62.56,400.00,0.32
827.60,551.70,3.72,5294.67,3167.44,103.66,63.90,400.00,0.32
627.10,940.70,2.82,5300.11,2843.88,110.92,65.84,400.00,0.32
358.70,1434.90,1.61,5330.70,2349.03,118.70,69.07,400.00,0.32
1129.20,0.00,5.08,5339.65,3516.10,93.49,61.66,500.00,0.32
988.30,247.10,4.45,5302.76,3368.43,97.94,62.56,500.00,0.32
827.60,551.70,3.72,5294.67,3167.44,103.66,63.90,500.00,0.32
627.10,940.70,2.82,5300.11,2843.88,110.92,65.84,500.00,0.32
358.70,1434.90,1.61,5330.70,2349.03,118.70,69.07,500.00,0.32
1129.20,0.00,5.08,5339.65,3516.10,93.49,61.66,600.00,0.32
988.30,247.10,4.45,5302.76,3368.43,97.94,62.56,600.00,0.32
827.60,551.70,3.72,5294.67,3167.44,103.66,63.90,600.00,0.32
627.10,940.70,2.82,5300.11,2843.88,110.92,65.84,600.00,0.32
358.70,1434.90,1.61,5330.70,2349.03,118.70,69.07,600.00,0.32
1797.90,0.00,8.09,5180.82,3258.73,111.36,65.73,100.00,0.42
1560.20,390.00,7.02,5125.62,3110.32,116.65,68.33,100.00,0.42
1295.60,863.70,5.83,5117.87,2932.20,123.20,71.96,100.00,0.42
972.50,1458.80,4.38,5132.30,2651.18,131.19,76.83,100.00,0.42
552.40,2209.50,2.49,5184.25,2207.61,139.00,83.21,100.00,0.42
1797.90,0.00,8.09,5180.82,3258.73,111.36,65.73,200.00,0.42
1560.20,390.00,7.02,5125.62,3110.32,116.65,68.33,200.00,0.42
1295.60,863.70,5.83,5117.86,2932.20,123.20,71.96,200.00,0.42
972.50,1458.80,4.38,5132.30,2651.18,131.19,76.83,200.00,0.42
552.40,2209.50,2.49,5184.25,2207.61,139.00,83.21,200.00,0.42
1797.90,0.00,8.09,5180.82,3258.73,111.36,65.73,300.00,0.42
1560.20,390.00,7.02,5125.62,3110.32,116.65,68.33,300.00,0.42
1295.60,863.70,5.83,5117.87,2932.20,123.20,71.96,300.00,0.42
972.50,1458.80,4.38,5132.30,2651.18,131.19,76.83,300.00,0.42
552.40,2209.50,2.49,5184.25,2207.61,139.00,83.21,300.00,0.42
1797.90,0.00,8.09,5180.82,3258.73,111.36,65.73,400.00,0.42
1560.20,390.00,7.02,5125.62,3110.32,116.65,68.33,400.00,0.42
1295.60,863.70,5.83,5117.87,2932.20,123.20,71.96,400.00,0.42
972.50,1458.80,4.38,5132.30,2651.18,131.19,76.83,400.00,0.42
552.40,2209.50,2.49,5184.25,2207.61,139.00,83.21,400.00,0.42
1797.90,0.00,8.09,5180.82,3258.73,111.36,65.73,500.00,0.42
1560.20,390.00,7.02,5125.62,3110.32,116.65,68.33,500.00,0.42
1295.60,863.70,5.83,5117.87,2932.20,123.20,71.96,500.00,0.42
972.50,1458.80,4.38,5132.30,2651.18,131.19,76.83,500.00,0.42
552.40,2209.50,2.49,5184.25,2207.61,139.00,83.21,500.00,0.42
1797.90,0.00,8.09,5180.81,3258.73,111.36,65.73,600.00,0.42
1560.20,390.00,7.02,5125.62,3110.32,116.65,68.33,600.00,0.42
1295.60,863.70,5.83,5117.87,2932.20,123.20,71.96,600.00,0.42
972.50,1458.80,4.38,5132.30,2651.18,131.19,76.83,600.00,0.42
552.40,2209.50,2.49,5184.25,2207.61,139.00,83.21,600.00,0.42
2645.90,0.00,11.91,4972.48,2891.77,129.11,75.24,100.00,0.54
2281.70,570.40,10.27,4895.38,2745.45,134.60,79.56,100.00,0.54
1891.40,1261.00,8.51,4887.78,2592.40,141.51,85.47,100.00,0.54
1408.60,2112.90,6.34,4917.23,2362.39,148.76,92.56,100.00,0.54
798.80,3195.20,3.60,4996.74,1967.47,156.19,101.11,100.00,0.54
2645.90,0.00,11.91,4972.48,2891.77,129.11,75.24,200.00,0.54
2281.70,570.40,10.27,4895.38,2745.45,134.60,79.56,200.00,0.54
1891.40,1261.00,8.51,4887.78,2592.40,141.51,85.47,200.00,0.54
1408.60,2112.90,6.34,4917.23,2362.39,148.76,92.56,200.00,0.54
798.80,3195.20,3.60,4996.74,1967.47,156.19,101.11,200.00,0.54
2645.90,0.00,11.91,4972.48,2891.77,129.11,75.24,300.00,0.54
2281.70,570.40,10.27,4895.38,2745.45,134.60,79.56,300.00,0.54
1891.40,1261.00,8.51,4887.78,2592.40,141.51,85.47,300.00,0.54
1408.60,2112.90,6.34,4917.23,2362.39,148.76,92.56,300.00,0.54
798.80,3195.20,3.60,4996.74,1967.47,156.19,101.11,300.00,0.54
2645.90,0.00,11.91,4972.48,2891.77,129.11,75.24,400.00,0.54
2281.70,570.40,10.27,4895.38,2745.45,134.60,79.56,400.00,0.54
1891.40,1261.00,8.51,4887.78,2592.40,141.51,85.47,400.00,0.54
1408.60,2112.90,6.34,4917.23,2362.39,148.76,92.56,400.00,0.54
798.80,3195.20,3.60,4996.74,1967.47,156.19,101.11,400.00,0.54
2645.90,0.00,11.91,4972.48,2891.77,129.11,75.24,500.00,0.54
2281.70,570.40,10.27,4895.38,2745.45,134.60,79.56,500.00,0.54
1891.40,1261.00,8.51,4887.78,2592.40,141.51,85.47,500.00,0.54
1408.60,2112.90,6.34,4917.23,2362.39,148.76,92.56,500.00,0.54
798.80,3195.20,3.60,4996.74,1967.47,156.19,101.11,500.00,0.54
2645.90,0.00,11.91,4972.48,2891.77,129.11,75.24,600.00,0.54
2281.70,570.40,10.27,4895.38,2745.45,134.60,79.56,600.00,0.54
1891.40,1261.00,8.51,4887.78,2592.40,141.51,85.47,600.00,0.54
1408.60,2112.90,6.34,4917.23,2362.39,148.76,92.56,600.00,0.54
798.80,3195.20,3.60,4996.74,1967.48,156.19,101.11,600.00,0.54
3537.40,0.00,15.92,4744.71,2407.69,142.94,86.67,100.00,0.70
3031.70,757.90,13.64,4647.32,2277.39,148.14,92.01,100.00,0.70
2512.80,1675.20,11.31,4641.27,2159.08,154.96,99.45,100.00,0.70
1870.30,2805.40,8.42,4685.24,1979.40,161.30,107.55,100.00,0.70
1063.10,4252.40,4.78,4793.93,1649.10,168.20,117.08,100.00,0.70
3537.40,0.00,15.92,4744.71,2407.69,142.94,86.67,200.00,0.70
3031.70,757.90,13.64,4647.32,2277.39,148.14,92.01,200.00,0.70
2512.80,1675.20,11.31,4641.27,2159.08,154.96,99.45,200.00,0.70
1870.30,2805.40,8.42,4685.24,1979.39,161.30,107.55,200.00,0.70
1063.10,4252.40,4.78,4793.93,1649.10,168.20,117.08,200.00,0.70
3537.40,0.00,15.92,4744.72,2407.69,142.94,86.67,300.00,0.70
3031.70,757.90,13.64,4647.32,2277.39,148.14,92.01,300.00,0.70
2512.80,1675.20,11.31,4641.27,2159.08,154.96,99.45,300.00,0.70
1870.30,2805.40,8.42,4685.24,1979.40,161.30,107.55,300.00,0.70
1063.10,4252.40,4.78,4793.93,1649.10,168.20,117.08,300.00,0.70
3537.40,0.00,15.92,4744.71,2407.69,142.94,86.67,400.00,0.70
3031.70,757.90,13.64,4647.32,2277.39,148.14,92.01,400.00,0.70
2512.80,1675.20,11.31,4641.27,2159.07,154.96,99.45,400.00,0.70
1870.30,2805.40,8.42,4685.24,1979.40,161.30,107.55,400.00,0.70
1063.10,4252.40,4.78,4793.93,1649.10,168.20,117.08,400.00,0.70
3537.40,0.00,15.92,4744.71,2407.69,142.94,86.67,500.00,0.70
3031.70,757.90,13.64,4647.32,2277.39,148.14,92.01,500.00,0.70
2512.80,1675.20,11.31,4641.27,2159.08,154.96,99.45,500.00,0.70
1870.30,2805.40,8.42,4685.24,1979.39,161.30,107.55,500.00,0.70
1063.10,4252.40,4.78,4793.93,1649.10,168.20,117.08,500.00,0.70
3537.40,0.00,15.92,4744.71,2407.69,142.94,86.67,600.00,0.70
3031.70,757.90,13.64,4647.32,2277.39,148.14,92.01,600.00,0.70
2512.80,1675.20,11.31,4641.27,2159.08,154.96,99.45,600.00,0.70
1870.30,2805.40,8.42,4685.24,1979.39,161.30,107.55,600.00,0.70
1063.10,4252.40,4.78,4793.93,1649.10,168.20,117.08,600.00,0.70
4271.60,0.00,19.22,4550.29,1935.63,151.83,95.85,100.00,0.90
3642.00,910.50,16.39,4437.99,1822.83,156.52,101.48,100.00,0.90
3017.10,2011.40,13.58,4434.97,1727.24,162.84,109.48,100.00,0.90
2255.70,3383.60,10.15,4487.91,1581.64,168.98,118.22,100.00,0.90
1291.20,5164.70,5.81,4617.42,1313.06,175.49,128.22,100.00,0.90
4271.60,0.00,19.22,4550.29,1935.63,151.83,95.85,200.00,0.90
3642.00,910.50,16.39,4437.99,1822.83,156.52,101.48,200.00,0.90
3017.10,2011.40,13.58,4434.97,1727.24,162.84,109.48,200.00,0.90
2255.70,3383.60,10.15,4487.91,1581.64,168.98,118.22,200.00,0.90
1291.20,5164.70,5.81,4617.42,1313.06,175.49,128.22,200.00,0.90
4271.60,0.00,19.22,4550.29,1935.63,151.83,95.85,300.00,0.90
3642.00,910.50,16.39,4437.99,1822.83,156.52,101.48,300.00,0.90
3017.10,2011.40,13.58,4434.96,1727.24,162.84,109.48,300.00,0.90
2255.70,3383.60,10.15,4487.91,1581.64,168.98,118.22,300.00,0.90
1291.20,5164.70,5.81,4617.42,1313.06,175.49,128.22,300.00,0.90
4271.60,0.00,19.22,4550.29,1935.63,151.83,95.85,400.00,0.90
3642.00,910.50,16.39,4437.99,1822.83,156.52,101.48,400.00,0.90
3017.10,2011.40,13.58,4434.96,1727.24,162.84,109.48,400.00,0.90
2255.80,3383.60,10.15,4487.91,1581.64,168.98,118.22,400.00,0.90
1291.20,5164.70,5.81,4617.42,1313.06,175.49,128.22,400.00,0.90
4271.60,0.00,19.22,4550.29,1935.63,151.83,95.85,500.00,0.90
3642.00,910.50,16.39,4437.99,1822.83,156.52,101.48,500.00,0.90
3017.10,2011.40,13.58,4434.97,1727.24,162.84,109.48,500.00,0.90
2255.70,3383.60,10.15,4487.91,1581.64,168.98,118.22,500.00,0.90
1291.20,5164.70,5.81,4617.42,1313.06,175.49,128.22,500.00,0.90
4271.60,0.00,19.22,4550.29,1935.63,151.83,95.85,600.00,0.90
3642.00,910.50,16.39,4437.99,1822.83,156.52,101.48,600.00,0.90
3017.10,2011.40,13.58,4434.97,1727.24,162.84,109.48,600.00,0.90
2255.70,3383.60,10.15,4487.91,1581.64,168.98,118.22,600.00,0.90
1290.60,5162.30,5.81,4617.88,1314.04,175.47,128.20,600.00,0.90
4749.40,0.00,21.37,4418.81,1582.35,156.43,101.37,100.00,1.16
4048.50,1012.10,18.22,4295.45,1481.36,161.29,107.42,100.00,1.16
3355.10,2236.80,15.10,4292.65,1396.04,167.02,115.38,100.00,1.16
2517.80,3776.70,11.33,4351.41,1270.74,173.13,124.51,100.00,1.16
1449.50,5798.20,6.52,4493.91,1045.54,179.46,134.75,100.00,1.16
4749.40,0.00,21.37,4418.81,1582.35,156.43,101.37,200.00,1.16
4048.50,1012.10,18.22,4295.45,1481.36,161.29,107.42,200.00,1.16
3355.10,2236.80,15.10,4292.66,1396.04,167.02,115.38,200.00,1.16
2517.80,3776.70,11.33,4351.41,1270.74,173.13,124.51,200.00,1.16
1449.50,5798.20,6.52,4493.91,1045.54,179.46,134.75,200.00,1.16
4749.40,0.00,21.37,4418.81,1582.35,156.43,101.37,300.00,1.16
4048.50,1012.10,18.22,4295.45,1481.36,161.29,107.42,300.00,1.16
3355.10,2236.80,15.10,4292.65,1396.04,167.02,115.38,300.00,1.16
2517.80,3776.70,11.33,4351.41,1270.74,173.13,124.51,300.00,1.16
1449.50,5798.20,6.52,4493.91,1045.54,179.46,134.75,300.00,1.16
4749.40,0.00,21.37,4418.81,1582.35,156.43,101.37,400.00,1.16
4048.50,1012.10,18.22,4295.45,1481.36,161.29,107.42,400.00,1.16
3355.10,2236.80,15.10,4292.65,1396.04,167.02,115.38,400.00,1.16
2517.80,3776.70,11.33,4351.41,1270.74,173.13,124.51,400.00,1.16
1449.40,5797.70,6.52,4494.00,1045.76,179.46,134.74,400.00,1.16
4749.40,0.00,21.37,4418.81,1582.35,156.43,101.37,500.00,1.16
4048.50,1012.10,18.22,4295.45,1481.36,161.29,107.42,500.00,1.16
3355.10,2236.80,15.10,4292.65,1396.04,167.02,115.38,500.00,1.16
2517.70,3776.50,11.33,4351.48,1270.93,173.13,124.50,500.00,1.16
1441.70,5766.70,6.49,4500.07,1055.72,179.27,134.44,500.00,1.16
4749.10,0.00,21.37,4418.90,1582.59,156.43,101.36,600.00,1.16
4048.50,1012.10,18.22,4295.45,1481.36,161.29,107.42,600.00,1.16
3352.60,2235.10,15.09,4293.73,1398.68,166.98,115.33,600.00,1.16
2510.90,3766.40,11.30,4355.01,1279.81,173.03,124.35,600.00,1.16
1425.50,5702.10,6.42,4512.69,1087.02,178.90,133.80,600.00,1.16
5013.30,0.00,22.56,4346.18,1376.23,158.98,104.41,100.00,1.50
4264.90,1066.20,19.19,4216.47,1278.03,163.33,110.23,100.00,1.50
3544.90,2363.30,15.95,4212.41,1198.09,169.30,118.63,100.00,1.50
2664.00,3996.00,11.99,4274.78,1081.41,175.27,127.83,100.00,1.50
